A B A B A B B A
-15.583557 -3.817566 -17.926950 3.757173 -19.434253 1.175108 -4.197999 -17.237048
-15.516412 -3.480230 -18.137899 4.145625 -17.764473 1.951114 -4.852404 -20.440395
-16.044125 -3.155221 -19.325903 4.211858 -20.147052 2.771658 -4.900351 -19.848701
-17.774589 -2.324478 -18.385728 4.365987 -19.496783 3.077507 -5.182651 -19.171236
-17.428329 -1.546993 -19.652588 4.800128 -19.131086 3.423006 -5.015922 -19.057159
-18.177357 -1.476032 -19.412644 4.729251 -18.005006 4.387443 -4.879143 -20.646101
-17.827281 -0.054010 -18.125063 4.847173 -18.376824 4.356041 -5.360501 -21.631982
-19.089172 0.190519 -20.260823 5.420431 -17.022302 4.565692 -4.644202 -19.223170
-18.013053 0.830332 -17.585557 5.808612 -16.236230 4.823051 -4.708281 -18.179371
-18.278884 1.298653 -18.968679 4.683320 -17.485618 5.249198 -3.981303 -20.210288
-19.471623 2.537547 -18.627320 5.040258 -16.843846 5.045490 -3.469861 -19.596917
-19.067200 2.823928 -20.517456 5.134618 -16.320467 5.309318 -3.301144 -19.558259
-19.280954 2.972722 -19.908274 4.300876 -17.721302 4.507695 -2.993556 -20.904341
-19.264884 3.790853 -19.445486 3.685522 -15.097737 4.229213 -2.307608 -18.876775
-18.714759 4.222592 -19.752282 3.758716 -15.147035 4.191360 -1.751074 -18.776867
-19.711524 4.482548 -20.778576 2.631511 -14.202244 3.503165 -0.665090 -17.867149
-22.214915 4.601456 -21.387069 2.508470 -15.075675 2.958989 -0.067412 -19.046738
-19.573933 5.111362 -20.451434 2.336543 -13.136046 2.095494 0.564550 -20.880860
-20.190805 4.946316 -20.356472 1.541417 -14.873611 2.080786 1.119245 -19.370690
-19.491563 4.503284 -20.333698 0.974408 -12.317997 1.517913 1.381011 -17.412433
-18.321833 4.620458 -21.687640 0.067496 -11.362278 0.571130 2.075610 -19.057365
-19.807711 4.136763 -20.203190 -0.559083 -13.380999 -0.259129 3.312651 -16.624354
-21.214870 4.061900 -21.248349 -0.731297 -12.366983 -0.440728 3.244847 -19.961414
-19.904794 3.875613 -19.331350 -1.393729 -11.297292 -1.709702 3.573259 -16.368609
-16.462368 3.523973 -19.858719 -2.210354 -10.143618 -1.924805 4.576346 -16.794099
-19.829341 3.121903 -18.954177 -2.510669 -9.898847 -2.699274 4.681364 -17.774074
-19.303458 2.514376 -19.613074 -3.222169 -8.684579 -3.558736 4.900642 -17.218599
-19.158647 2.739495 -19.607229 -3.226432 -8.781839 -3.849014 4.809932 -18.151072
-19.542064 1.560903 -20.800067 -3.679786 -8.336741 -3.900470 4.915695 -15.926482
-18.931361 0.797010 -19.033357 -4.058929 -7.285647 -4.315938 5.032258 -15.494156
-19.923252 -0.080335 -18.790804 -4.674607 -5.547232 -4.371832 4.579257 -15.023544
-19.766132 -0.276605 -20.053035 -5.024553 -6.325745 -4.862389 5.125248 -15.816094
-18.367030 -1.161253 -17.274679 -5.550217 -6.233994 -4.477027 4.700593 -14.639434
-19.498808 -1.848956 -18.277009 -5.209141 -5.598160 -5.021794 4.091693 -15.226493
-17.221172 -1.901477 -17.756150 -5.308289 -5.829996 -4.593989 3.817438 -15.109075
-19.144604 -3.582754 -16.189627 -4.986940 -3.318184 -4.449025 3.223571 -12.334033
-15.914216 -3.707820 -16.498772 -4.870551 -3.395573 -4.118009 2.389244 -13.341470
-17.334629 -4.056710 -15.848150 -4.506384 -2.125350 -4.132187 2.213931 -12.439119
-18.473368 -4.189162 -17.763338 -4.508716 -0.901294 -3.321108 1.713545 -12.964322
-16.144420 -4.456704 -16.512924 -4.426949 -1.563591 -2.917142 1.192002 -10.078900
-17.113140 -4.781180 -17.508926 -3.436796 -1.016162 -2.267041 0.702491 -11.375804
-15.266923 -5.189823 -16.976582 -3.902392 0.093398 -1.343587 -0.519310 -11.608664
-16.687980 -5.317885 -15.817281 -2.743084 1.596511 -0.868003 -1.373929 -11.545123
-14.438732 -5.481407 -16.424336 -2.651107 0.928499 -0.196183 -1.480554 -10.374500
-14.414707 -5.125070 -15.390146 -0.927240 2.599044 -0.298627 -2.251623 -8.677293
-14.750464 -4.421030 -12.744747 -0.890373 2.037527 0.586636 -2.972606 -10.462354
-12.963543 -4.110772 -14.246010 -0.307485 3.744542 2.131168 -3.227951 -7.828806
-14.097959 -3.427687 -11.510283 0.180001 2.156293 2.390274 -3.514877 -7.074668
-13.355386 -3.759878 -11.330105 0.783617 5.205206 2.572853 -3.772331 -6.243901
-12.931293 -2.769564 -11.801364 1.262362 5.660775 3.557623 -4.720041 -6.146352
-10.933235 -2.748711 -9.087234 1.833728 5.607495 3.637877 -5.176366 -5.299649
-13.719512 -1.414123 -11.643036 2.189696 6.791192 4.532257 -4.545811 -5.317651
-12.033626 -1.204723 -10.953603 3.644124 7.323005 4.085359 -5.355231 -5.494958
-12.467694 -0.529829 -12.328998 3.292049 7.101631 4.504784 -5.523008 -5.759645
-9.800673 0.329333 -8.376514 3.433998 7.693447 4.958099 -5.281788 -3.885418
-9.740532 0.558280 -8.593192 4.188386 8.847052 5.122166 -4.619152 -2.067014
-8.280053 0.762243 -9.755869 4.528934 10.452414 4.753608 -4.728118 -3.470596
-9.654355 1.962196 -6.460080 4.952807 11.042764 4.802959 -4.574259 -4.120253
-8.922305 2.615203 -6.450617 5.147583 10.264162 4.477858 -4.432466 0.055046
-7.165231 3.145064 -5.473131 5.084920 9.836350 4.057429 -3.794175 -0.195887
-5.399937 3.971206 -3.841873 5.374501 11.199979 3.605075 -3.009794 0.851355
-7.307804 4.017050 -4.511550 4.608597 12.004605 3.045394 -2.839447 1.066722
-5.511887 4.495756 -4.918642 4.901200 12.978810 2.555125 -2.081631 2.720405
-4.714539 4.688042 -3.234665 4.933773 14.357135 2.323953 -1.205694 1.439332
-1.945683 4.914569 -3.515190 4.488864 13.236493 1.513636 -1.171455 3.629418
-1.813193 5.333626 -2.009590 4.281258 14.536617 0.598039 0.140226 4.589748
-3.944087 4.728663 -2.150741 3.452701 13.403574 0.274845 0.756828 2.369111
-2.439491 4.676147 -2.241440 3.272757 14.748280 -0.783646 1.132068 4.592798
-1.849750 4.807912 -2.120127 2.883867 15.577440 -1.313048 1.485381 5.693725
-0.739625 4.481310 0.338035 2.241112 15.594151 -1.725035 2.261108 4.750488
0.375924 4.012596 3.198280 1.764557 15.558498 -2.558700 2.951406 7.244138
-0.061832 3.572620 0.411734 1.383365 17.017454 -3.153459 3.362131 7.383524
1.053369 3.349387 1.492360 0.707774 17.238861 -3.415866 4.088047 6.656389
0.761849 2.772908 2.468758 -0.128400 15.626328 -3.903469 4.353567 7.546393
1.366732 2.316692 4.783056 -0.852535 18.081445 -4.321725 4.996993 8.557984
1.289354 2.011285 2.935589 -1.220747 16.752161 -4.719638 4.963871 8.481531
3.805273 1.458559 4.838448 -1.896274 17.419030 -4.431340 5.077553 11.290386
2.791319 0.413769 4.887616 -2.774734 17.605938 -4.426126 4.987430 10.453914
4.052452 -0.395973 4.675899 -2.703401 18.759614 -4.431790 4.901857 12.443290
5.827724 -1.180665 7.634861 -3.111698 20.669042 -4.861718 5.206286 11.314935
6.174072 -1.057013 7.069556 -3.780382 18.531186 -4.559032 5.279299 11.558484
7.011863 -2.217344 6.278059 -4.495795 18.561366 -4.815301 4.923893 12.636699
7.964232 -2.853918 6.431035 -4.618476 19.943057 -3.788526 3.954325 13.689320
7.778374 -3.252318 8.629569 -4.979511 19.327011 -3.339213 3.798653 13.511866
8.602091 -3.419331 9.011977 -4.817688 19.497981 -3.049174 3.064216 12.579161
8.114129 -4.379565 10.559533 -4.765111 19.680800 -2.533079 2.738220 13.119627
10.051098 -4.381626 9.732024 -5.128284 19.965522 -1.921188 2.095107 14.120617
10.498447 -4.452166 10.420724 -5.367810 19.473862 -1.171039 1.943794 14.216707
8.740776 -4.863473 11.464681 -5.054652 19.762189 -0.492672 0.993234 15.428161
11.629802 -4.921633 12.384484 -4.879980 19.450367 0.046580 0.022031 15.482414
10.393248 -4.922551 12.189544 -4.721662 19.575987 0.542458 -0.520393 17.492084
10.458809 -4.849962 11.652555 -4.540472 21.154303 1.577273 -0.939894 15.775391
12.939583 -4.669991 13.883877 -4.164666 19.838146 1.903058 -1.503165 17.270639
13.198516 -4.637268 13.731217 -3.727155 18.820334 2.884395 -2.285366 15.930585
14.070455 -4.267011 14.172309 -3.417488 20.322923 3.229178 -2.610083 15.481581
12.915374 -3.738738 13.879347 -2.778844 20.771052 3.487356 -3.096421 17.603667
13.640314 -3.150796 15.979621 -1.779680 20.608450 3.655997 -3.853808 18.112486
13.304185 -2.793535 14.156572 -1.533016 18.001203 4.106377 -4.616868 18.369715
14.460697 -2.157834 15.412043 -0.729803 18.369809 4.545330 -4.418727 19.853817
14.163782 -1.605673 18.658862 -0.640593 19.856899 4.782090 -4.591764 18.915417
15.790166 -1.006007 17.517318 0.412402 19.492630 4.887734 -5.106361 20.869013
15.586416 -0.377568 15.400813 0.746336 17.799294 4.576252 -5.125646 20.871537
15.227954 -0.081045 17.836024 1.337483 16.878088 4.472933 -5.477349 19.076574
18.720454 1.052254 17.167974 2.323295 16.988727 4.456543 -5.075910 20.015760
17.097862 1.911396 17.908390 2.981224 18.006211 4.322054 -5.105627 19.220755
16.713092 2.076725 18.506207 3.037863 17.522848 3.505615 -4.733953 19.058295
16.195393 2.312297 18.637563 3.439094 17.216489 3.369438 -4.082135 19.320744
18.969535 3.047420 19.208728 4.047092 17.141782 2.878017 -3.854144 21.337668
19.062448 3.823830 18.866878 4.656413 16.201204 1.876146 -3.672835 21.810867
20.769495 4.444847 18.458495 5.108608 14.967388 1.182012 -2.946506 19.726960
20.690610 4.515843 18.641619 5.193388 15.135858 1.055727 -2.858622 20.663335
18.843050 4.358104 19.810449 5.267199 13.993198 0.667915 -1.856041 21.188535
18.966543 4.971912 20.199011 5.095038 11.955057 -0.265899 -0.866261 20.443579
18.426582 4.977107 20.412664 4.929782 15.267118 -0.712633 -0.662265 20.791215
19.129717 4.812295 19.972291 5.171767 12.343211 -1.356581 0.090941 20.118514
20.602799 5.363899 19.102798 4.921009 13.041188 -1.845262 0.697282 19.346379
19.613951 4.556539 19.961511 4.659037 13.099002 -2.827608 1.928514 21.287036
20.622631 4.612160 19.699764 3.907023 12.438148 -3.526748 2.358950 21.437617
19.694497 3.883456 19.813962 4.470884 13.165921 -3.414322 1.888335 18.412268
20.171958 4.287110 19.458911 3.789597 9.168068 -3.809213 2.914919 19.724533
20.583201 3.235396 20.937372 3.442995 11.716717 -4.578431 3.357849 18.094551
19.776932 2.600521 21.436145 2.707929 11.099523 -4.592808 4.464295 19.245639
20.453226 2.052596 20.403482 1.852480 8.098245 -5.002855 4.443203 19.836328
20.213010 1.304183 19.864892 1.809525 7.710287 -4.600024 4.555804 19.073672
18.031855 0.773157 19.199705 1.259857 7.837345 -4.977254 5.081047 18.866015
19.138752 0.131120 21.010353 1.012874 8.868085 -4.609053 5.158416 17.291963
19.274303 -0.540077 19.253909 -0.563191 7.717163 -4.368856 5.384333 15.265847
20.461427 -1.232472 19.478780 -0.326625 8.191015 -4.470235 5.641450 16.567697
19.439450 -1.417768 20.045032 -1.336735 7.606325 -3.879354 4.597412 16.452238
19.174704 -2.274554 20.671733 -2.004183 4.141278 -3.363786 4.266527 17.125649
19.106219 -3.472029 18.533899 -2.100139 5.426696 -2.889649 4.639516 14.937371
18.815359 -3.131680 18.731909 -2.763399 3.469676 -2.524610 3.659780 16.098878
19.190513 -3.525557 18.403045 -3.572897 4.194217 -1.939690 3.935101 16.716047
18.711287 -4.137038 17.414833 -3.619908 2.634835 -1.172831 3.331864 14.290585
17.101668 -4.202395 17.397302 -4.271626 2.352603 -0.017966 3.169199 13.684736
16.722802 -4.905403 18.125221 -4.692814 2.267652 0.343928 2.270304 14.336928
19.266486 -4.653770 17.035096 -5.025428 1.375665 0.824317 1.295970 14.570681
16.357112 -5.044833 18.232714 -4.599530 1.304918 1.401840 0.573032 13.400858
17.655674 -4.624752 17.650594 -5.227148 0.679256 2.211490 0.202427 11.623563
17.348581 -5.579068 16.938606 -5.416655 -1.076138 3.080627 -0.553545 12.557955
16.523001 -4.594594 16.833566 -5.614327 -0.708275 3.424882 -1.587946 12.115762
16.258930 -4.161196 16.045926 -5.083699 -1.795152 3.810771 -1.348435 11.641945
17.145603 -3.854005 14.685724 -4.786165 -2.791701 4.440835 -2.179153 10.931941
14.235297 -3.705683 14.911925 -4.338903 -3.628717 4.367943 -2.867952 10.777187
15.161581 -3.309272 13.322250 -3.765570 -3.591051 4.941717 -3.070069 11.584210
14.532503 -2.175122 16.280214 -3.640068 -5.822170 5.077306 -3.800785 9.468635
15.553636 -1.995355 14.798941 -3.568934 -5.377507 5.017659 -4.636209 8.997484
15.178009 -1.354560 13.385716 -2.813134 -5.332434 4.614742 -4.675144 9.144062
13.583813 -0.740570 12.160094 -2.207931 -7.338359 4.574393 -4.838948 8.959606
12.643544 -0.016038 10.616175 -1.515765 -6.868340 4.359842 -4.896482 6.266015
10.194018 0.516958 10.628953 -1.558112 -8.355088 3.873629 -5.262166 7.079016
11.592999 1.487051 11.381269 -1.441127 -8.487575 3.856214 -4.930990 5.286052
12.916324 1.976642 9.724962 -0.063039 -8.650286 2.679382 -5.470410 5.118456
12.136331 2.092099 12.345322 0.983201 -8.782668 3.103185 -5.026410 3.763374
9.270564 2.896554 9.732217 1.176688 -11.120517 1.819956 -4.394098 2.360489
11.287376 3.619823 9.482748 1.610782 -10.298728 1.747441 -4.263817 4.172021
6.263199 3.737949 8.727435 2.497687 -11.087481 1.027648 -4.249669 3.120508
9.376577 4.202711 7.396613 3.205526 -11.358260 -0.224806 -3.618579 1.763910
7.389291 4.384756 7.917997 3.470044 -12.901113 -0.553352 -3.040140 1.834158
7.713442 4.931053 7.299228 4.157341 -13.501898 -1.088165 -2.365872 0.544667
6.021840 5.002087 7.620749 3.979678 -11.635546 -2.284224 -1.995435 -0.871225
5.404264 5.074901 5.715076 4.582116 -10.870741 -2.766196 -1.557755 -0.329727
6.613407 4.923515 4.988013 4.515621 -12.979996 -3.335410 -0.550231 -1.499075
5.735851 4.672019 3.880032 5.030407 -12.253361 -3.569893 0.718271 -2.111156
5.811746 4.669188 4.481731 4.999363 -13.134835 -3.705055 0.897399 -3.771367
4.195026 4.336612 4.720379 5.024340 -16.885586 -4.129664 1.544627 -4.444363
3.248003 4.320785 3.945183 4.997771 -15.062143 -4.710666 2.210170 -2.651856
3.855888 3.908367 0.508456 4.873134 -17.294956 -4.989191 2.857151 -5.423670
2.344439 3.317809 2.481705 4.845114 -18.128507 -4.993157 3.236953 -3.062058
0.968134 2.181174 0.194681 4.698988 -17.393824 -5.201394 3.541535 -5.362403
0.646363 1.891194 2.729843 4.208739 -16.608396 -4.736116 4.134142 -6.429076
0.918820 1.350876 -0.923631 3.862710 -16.642473 -4.419025 4.438984 -8.458764
-1.532887 0.835945 -2.558731 3.020794 -20.559462 -4.200014 5.060807 -7.686728
-1.850785 0.144151 -0.793282 3.209144 -19.080386 -3.937192 4.968867 -9.178943
-1.366973 -0.347098 -0.780262 2.559803 -15.812146 -3.596197 5.252613 -7.508209
-3.377865 -1.154158 -3.930822 1.556954 -18.613637 -3.126444 4.884133 -9.532356
-2.865821 -1.952263 -4.462221 1.040096 -18.125819 -2.397409 5.457069 -8.225509
-4.620131 -2.484185 -3.175957 1.141032 -20.119801 -2.020464 5.007391 -9.577346
-3.570312 -3.051465 -4.909726 0.470534 -18.022320 -1.569345 4.656180 -12.159899
-5.018043 -3.417953 -5.360482 -0.495146 -18.742991 -0.831470 4.627661 -11.500205
-6.236114 -3.735312 -6.261770 -1.065592 -18.960260 0.086287 4.140612 -11.384018
-3.725657 -4.023427 -6.956772 -1.878811 -20.377206 0.094284 3.798056 -10.895106
-6.380651 -4.392391 -7.682675 -2.391214 -18.049295 1.803062 3.204513 -13.533378
-8.138317 -4.487210 -7.660326 -2.937560 -22.423055 1.727251 2.558493 -12.458329
-7.031382 -4.928138 -8.073178 -3.664123 -19.926605 2.974834 2.137559 -14.381207
-8.524640 -5.215210 -9.433695 -3.741461 -18.631476 3.255588 1.329745 -12.253997
-9.877003 -4.894848 -9.908294 -4.419501 -20.695512 3.396269 0.863456 -14.695940
-8.015798 -4.956703 -9.746926 -4.517431 -20.627977 3.679541 0.206146 -14.169335
-9.687179 -4.604608 -10.379732 -4.319505 -20.075089 4.502715 -0.541000 -14.893959
-11.709731 -4.105901 -10.951429 -5.007883 -21.934119 5.137888 -0.659914 -14.769445
-11.381753 -3.694446 -10.034073 -5.535472 -18.959082 4.890070 -1.569153 -17.059051
-11.664726 -3.469626 -12.468609 -5.241246 -19.125643 5.059907 -2.190954 -14.964181
-12.032278 -2.653893 -13.934474 -5.368585 -19.975246 4.482816 -3.022721 -15.776604
-12.957683 -2.796382 -15.291413 -4.978481 -19.908698 5.002644 -3.591168 -17.230756
-14.149521 -1.993839 -12.518921 -4.921950 -18.839783 4.894509 -4.109487 -16.908399
-13.660298 -0.965869 -12.894307 -4.870188 -18.853010 4.352273 -4.108327 -17.105288
-14.431873 -0.637830 -13.638320 -4.313355 -18.017019 3.894257 -4.839691 -19.090620
-14.171534 -0.023020 -14.916621 -4.130580 -18.694215 3.324117 -5.164959 -16.816689
-14.432644 0.432543 -14.677777 -3.482611 -20.425055 2.715696 -4.866888 -19.344051
-16.471268 1.495330 -16.335518 -3.217834 -16.743978 2.355051 -5.057069 -17.290757
-16.046758 1.759983 -15.987375 -2.523053 -19.184673 1.723507 -4.993632 -18.280917
-15.859718 2.268849 -18.060154 -1.897236 -18.110060 1.117167 -4.906136 -21.156151
-17.917801 3.117037 -18.072936 -1.606920 -17.388676 0.185777 -4.637781 -19.388608
-17.866603 3.732693 -18.228119 -1.039095 -18.875577 -0.490192 -4.096713 -20.215017
-17.902980 4.035835 -16.679252 -0.659219 -17.129445 -0.624967 -4.450715 -20.389630
-17.878766 4.309659 -19.985246 0.122592 -18.288923 -1.436807 -3.514273 -18.551749
-17.580114 4.428805 -18.648963 0.255846 -14.394857 -2.529724 -3.392129 -20.997087
-17.504845 4.612778 -18.598734 1.311307 -16.869900 -3.374454 -2.421154 -18.821821
-16.466037 5.422849 -17.167984 1.997824 -14.273426 -3.166692 -2.238356 -20.064762
-18.864499 5.091272 -17.439356 2.572928 -14.877274 -3.735906 -1.307734 -17.880731
-18.450331 4.923773 -19.508487 3.107914 -13.732930 -4.642880 -0.861955 -21.393244
-19.989264 4.653429 -16.365746 3.540622 -14.479534 -4.507892 -0.164736 -21.675270
-20.465986 4.558069 -20.272632 3.658396 -13.545355 -4.784425 0.290232 -18.892737
-18.849179 4.551073 -17.656949 4.354189 -12.559373 -4.555498 1.186136 -19.903522
-20.853966 4.177985 -18.852788 4.552134 -10.951545 -5.555356 1.630169 -19.658340
-18.694288 3.127420 -19.241413 5.009984 -11.052407 -5.152912 2.657634 -20.289981
-18.772675 2.897638 -23.343433 5.102430 -9.331135 -4.815935 2.805860 -19.936996
-19.967980 2.310700 -19.508724 5.198303 -9.869407 -4.393181 3.313117 -19.041611
-20.693799 1.569030 -19.663605 5.183208 -11.316477 -4.345669 3.918334 -18.719280
-19.899053 1.143639 -21.017346 4.689203 -9.127195 -3.998602 3.794626 -16.576215
-19.565729 0.136997 -19.515720 5.091980 -9.793849 -3.342691 4.617724 -20.710469
-20.734963 -0.712997 -19.044889 5.077272 -7.404899 -2.439864 4.986587 -20.436542
-19.006555 -0.686407 -19.755774 5.019061 -6.744264 -1.728363 5.259544 -20.845296
-21.225668 -1.740057 -20.353576 4.118487 -5.545667 -1.273685 5.380287 -17.678625
-20.136470 -2.186398 -19.071292 4.094960 -4.890269 -0.586683 4.950827 -19.011672
-20.499903 -2.744645 -20.900214 3.513712 -6.072612 -0.181776 4.675070 -18.966608
-18.053024 -3.447795 -20.715666 3.232427 -5.746955 0.290367 5.093861 -17.714781
-18.565230 -3.591701 -18.909709 2.416699 -4.768390 0.948579 4.930289 -18.770146
-21.199910 -3.754761 -18.619887 1.849531 -4.451743 1.745546 4.895117 -16.654899
-19.208973 -4.066619 -19.091024 1.090705 -4.216318 2.208255 4.186423 -17.765726
-19.148608 -5.084191 -19.947650 0.782871 -3.644673 3.083188 3.421292 -17.586195
-17.804071 -4.771970 -19.625010 0.126118 -1.460218 3.774284 2.894129 -15.878041
-16.695046 -4.723367 -19.386139 -1.261132 0.369647 3.773129 2.825146 -15.738811
-18.172760 -4.703947 -19.612554 -1.570063 0.763377 4.365935 1.632018 -17.558269
-18.520675 -4.767516 -19.612710 -1.877689 -0.449753 4.623652 1.513820 -15.734745
-18.302062 -4.480382 -18.410980 -2.452617 2.604861 4.760369 0.674710 -13.405763
-16.536055 -5.002897 -20.257834 -2.746963 3.067728 5.138960 0.173504 -13.715583
-16.742014 -4.114005 -20.483575 -3.050038 1.330802 4.931871 -0.601062 -13.445836
-14.731811 -3.600342 -19.242695 -4.034176 2.410823 5.073831 -1.665847 -15.197428
-17.404055 -3.249472 -17.137798 -4.369969 4.829728 4.947059 -2.022016 -12.664950
-17.623894 -2.713829 -17.418804 -4.360320 3.831876 4.323978 -2.670196 -13.812454
-15.349636 -1.921413 -15.634343 -4.721795 5.467708 3.577248 -2.964353 -9.757719
-15.552852 -1.734405 -16.109015 -4.516974 4.544669 3.672933 -3.037166 -12.740027
-16.439594 -1.028659 -16.714785 -5.039108 4.744354 2.917818 -3.656203 -10.471238
-14.747517 -0.241477 -14.872219 -5.492287 3.519402 2.776443 -4.580407 -10.867466
-14.139124 0.219196 -15.968102 -4.831541 7.477370 2.149471 -4.662405 -11.803756
-11.085631 0.866170 -17.061944 -4.955167 8.415939 1.595679 -4.899495 -9.252918
-12.181913 1.535014 -15.980059 -5.708331 6.724257 0.777455 -5.015101 -10.662184
-14.777431 2.277388 -11.043365 -4.446937 9.666566 -0.024771 -4.440716 -8.797146
-11.980428 2.696853 -15.836513 -4.176317 10.267136 -0.582535 -4.875162 -8.045227
-11.806291 3.320038 -14.359578 -3.825029 11.728125 -1.122950 -5.277614 -6.075823
-11.867283 3.378149 -12.394281 -3.514401 11.158924 -2.141294 -4.738919 -7.640586
-9.285948 3.967295 -12.310751 -3.281009 9.652229 -2.643162 -4.267022 -6.477222
