A B A A B B A B
-23.174973 -4.993126 -20.740716 -21.140585 -3.899914 5.824970 -22.091145 -2.273586
-22.180925 -5.665688 -21.855165 -19.828122 -4.021045 3.506968 -19.556871 0.991956
-21.631468 -3.932146 -21.185658 -22.863755 -5.039534 5.657456 -19.629565 -0.867277
-19.736687 -5.311890 -21.930077 -22.211241 -4.859968 3.613288 -21.063915 -1.344846
-21.838291 -3.902975 -20.741458 -22.684440 -4.562311 5.687172 -21.267350 1.240354
-20.240590 -2.665260 -20.568115 -22.175884 -5.337207 5.158421 -21.579701 1.574403
-22.310260 -2.048060 -19.988998 -22.841522 -2.647701 6.747620 -20.804408 2.617625
-23.016181 -3.025268 -23.541119 -21.837697 -4.197354 5.479494 -21.855799 4.694967
-22.453143 -2.005808 -21.965691 -20.080221 -4.579401 0.933060 -21.944718 3.852225
-22.550620 0.439981 -22.421158 -22.199130 -3.370622 1.162183 -21.828284 4.136838
-22.375388 0.063944 -23.692091 -21.071252 -3.031085 2.745738 -22.822459 5.228194
-23.356880 2.832711 -23.243987 -22.365355 -0.820518 -0.010987 -21.778183 3.793892
-23.711402 1.231829 -22.289428 -22.405230 -2.429896 -0.391861 -22.461328 5.100233
-22.381694 1.089115 -22.669563 -21.774443 0.086492 -1.032984 -23.001198 5.358119
-23.160321 2.351165 -21.969470 -21.109256 0.248967 -1.494694 -22.811366 4.743804
-22.681062 2.674692 -23.635509 -22.025146 0.358289 -2.294543 -23.422667 5.847436
-21.514118 4.582692 -23.067245 -20.398913 0.991021 -1.153842 -22.562283 3.519855
-21.834107 4.499694 -21.824222 -19.372692 1.970599 -4.212198 -23.041200 5.775967
-20.949931 3.971573 -21.036763 -20.068716 1.923048 -5.358635 -22.616789 3.492862
-19.122204 3.495764 -22.077017 -20.033744 3.196106 -6.721391 -22.130347 4.741549
-21.268159 5.550314 -21.000633 -19.489782 1.960539 -5.384477 -21.430828 4.695531
-21.504792 4.416919 -20.730793 -20.110374 5.760527 -4.199252 -23.889256 5.208812
-21.303136 5.304680 -20.803545 -20.196180 3.465256 -5.527162 -21.159183 1.661168
-20.247122 4.422494 -20.366097 -19.995658 5.764163 -5.308505 -21.205478 2.970878
-20.464904 4.977480 -20.334584 -18.831828 6.108987 -4.313081 -23.102136 2.018477
-19.024035 3.937338 -20.256988 -19.268317 6.751729 -6.083762 -19.294384 1.762150
-19.064887 6.107178 -19.814990 -17.987527 7.197296 -3.931465 -20.994370 0.137723
-20.632888 3.384444 -19.137834 -17.299989 6.662382 -3.978660 -20.468206 0.024517
-18.156001 3.088769 -20.555391 -17.254522 4.961948 -5.407769 -19.039638 -2.400593
-20.036618 2.570477 -19.650164 -17.382465 5.261118 -3.673043 -20.801550 -1.140761
-17.596539 0.643455 -18.080236 -17.025253 5.106002 -2.186632 -18.278085 -3.694821
-17.972638 1.104468 -18.961011 -16.412329 3.809868 -1.424432 -18.722503 -2.270644
-17.497460 0.436610 -17.554664 -14.009638 4.281593 -1.228339 -18.580190 -2.823393
-18.468626 -0.996272 -16.699127 -16.791980 5.371494 -0.640783 -18.407317 -5.350266
-15.536617 0.671172 -16.460825 -13.682351 2.111503 1.482824 -16.163559 -4.285904
-16.030137 -0.537706 -17.181860 -14.836706 2.785507 1.048022 -17.101700 -5.699237
-15.638067 -1.986657 -15.297508 -13.584002 2.046062 0.914437 -16.638946 -5.542720
-15.319256 -2.270818 -15.589593 -11.724558 1.879169 -0.253500 -16.966845 -4.233681
-14.813215 -3.390148 -16.085235 -12.559233 1.178174 4.261789 -16.896137 -4.815044
-12.696039 -5.396841 -13.622031 -10.215246 2.124072 2.837310 -14.349038 -5.144679
-14.104658 -3.532103 -15.123424 -11.350394 -1.668996 4.581042 -14.399923 -4.844346
-12.588717 -4.714677 -13.702288 -9.394580 -2.204598 4.446531 -13.981688 -3.933734
-12.715771 -3.985146 -12.000114 -9.148116 -2.157375 5.010004 -14.685611 -4.897137
-11.612932 -5.987979 -14.427437 -8.864330 -4.012347 4.268177 -12.269214 -4.911274
-10.711536 -3.621618 -11.540381 -8.670916 -2.362217 4.650808 -12.611967 -2.839655
-13.072907 -5.675059 -10.443208 -6.729629 -5.336790 5.567554 -10.967494 -1.136096
-8.054100 -4.218190 -9.523802 -7.429862 -3.755874 7.299490 -11.025813 -3.019982
-9.564391 -5.021646 -10.594125 -7.780040 -4.438535 5.909741 -10.287440 -3.537344
-6.843393 -6.127658 -9.888577 -5.670957 -5.553350 6.057663 -10.322853 -0.587857
-7.792665 -4.618009 -8.477269 -6.006843 -7.749379 3.879911 -10.475136 0.417918
-5.927946 -3.514354 -8.886589 -5.245514 -4.661889 3.121754 -9.244144 0.914473
-6.341028 -4.359838 -7.691973 -2.801765 -5.119772 3.750120 -8.915678 0.874060
-6.831203 -2.834304 -7.623498 -3.696526 -5.584164 2.226648 -8.882563 1.996979
-5.247872 -2.850224 -7.103556 -1.928461 -3.970809 4.680664 -5.811706 4.474665
-5.759194 -1.111338 -6.801853 -2.023221 -4.540167 0.853988 -6.027072 2.162570
-2.948210 -0.639730 -5.850330 0.373024 -3.369759 -0.086390 -6.677676 3.961812
-1.996442 -0.887436 -3.856185 -2.459194 -4.325604 0.708807 -5.117791 3.332297
-1.194818 -0.461750 -6.312839 0.449499 -3.692214 -0.314576 -4.028425 2.323955
-1.356014 1.191831 -2.512928 0.215791 -4.501598 -1.043816 -2.178773 5.418710
-2.019838 2.174880 -2.464502 1.698726 -2.586529 -1.234542 -3.586600 5.989361
-0.563830 1.398616 -3.097221 2.868763 -1.254827 -2.527301 -3.705618 6.364202
-0.212718 2.974060 -1.276059 3.592671 -2.273929 -5.384202 -1.040713 7.961865
1.047769 4.874378 -0.459268 4.393986 -0.389031 -2.736430 0.739939 4.059015
0.630941 4.347233 -0.015058 5.254889 -1.669835 -4.270861 -1.238196 5.309632
1.421389 4.561685 2.142299 5.684054 -0.240316 -5.392355 2.433878 4.958238
0.688143 4.104571 0.725487 7.820088 0.064020 -5.665740 -0.037996 5.269320
1.785486 3.972721 -0.021337 6.328511 2.988552 -4.945118 1.516322 3.474808
4.204061 5.688007 3.543659 7.422371 1.581272 -5.867169 1.430283 4.211898
3.491652 4.722578 4.509983 9.637125 0.379908 -4.435691 4.547230 3.387784
6.728152 5.608841 3.911336 10.326699 2.859217 -5.071665 3.074669 3.399830
6.436246 5.572167 5.173502 9.463233 4.723762 -4.685735 5.069089 1.338090
7.147806 5.080175 6.155908 9.682002 6.386331 -6.042520 5.881091 0.905599
7.597237 6.468231 7.769823 10.170762 4.138744 -3.190438 3.694899 0.685297
7.546401 3.990645 6.568133 10.953387 6.053044 -3.142090 6.415690 -1.741270
8.554352 1.931454 7.451358 13.174346 6.622586 -2.246298 9.459935 -1.745825
8.676642 4.215358 6.844924 12.427829 5.022632 -2.060171 7.742114 -0.973595
9.442339 4.083923 8.175334 13.037435 6.528921 -2.087682 6.988553 -2.180606
10.622208 2.842421 9.254593 13.033703 5.548572 -0.928739 8.391211 -3.187603
12.366141 2.934134 11.518032 13.312972 7.058855 -0.854071 10.450428 -2.806283
12.826422 -0.248593 10.537273 13.634675 4.232345 1.026394 10.395734 -4.212534
13.198078 0.301648 9.112959 14.107711 3.722141 1.747880 11.785947 -4.388204
13.557820 0.432085 9.272869 15.640241 3.449585 1.743448 11.005355 -3.768451
13.837156 -1.054793 11.390573 17.883518 4.193245 1.792083 11.400051 -6.809311
15.986224 -1.434746 12.713793 17.652002 1.294625 2.515889 11.818956 -5.882251
14.270683 -2.217957 12.702965 17.032658 2.278455 5.218448 11.118584 -5.282990
14.369968 -4.085767 13.073973 18.038346 2.580178 3.011350 13.381036 -4.625138
15.051250 -3.075893 16.327445 16.732762 1.510858 3.560219 13.460887 -6.101339
15.340085 -3.537480 14.813759 17.771067 0.323900 5.319358 15.690521 -5.337664
16.182411 -5.044710 15.268843 17.237323 -2.350056 5.555939 14.560258 -5.330896
17.585147 -4.517919 15.186478 18.820129 0.367310 4.437976 14.829686 -2.011566
17.660202 -4.156273 14.742673 20.471499 -2.488188 4.682328 16.419635 -2.933781
17.151684 -4.933579 17.156843 20.841518 -3.027187 5.126012 16.056142 -2.726780
18.480649 -5.488266 16.961343 20.682485 -4.347260 4.249588 17.657483 -3.021753
19.544772 -5.125754 17.267643 20.872694 -2.493100 3.250568 17.547490 -1.612430
19.685550 -4.967969 18.124429 21.571983 -4.148863 4.965835 19.082497 -1.439373
18.858075 -4.647096 15.954828 19.860252 -3.466139 5.687640 19.300325 0.589276
18.672755 -5.104200 20.368611 21.684348 -3.767309 3.733236 19.064181 -0.211161
21.331202 -5.332865 19.169513 22.409161 -5.676459 2.492966 19.610636 -0.210910
20.477428 -4.788777 19.985715 20.916100 -6.251443 0.375553 18.787861 1.431489
19.873632 -2.655208 19.784009 22.046998 -5.486786 1.725953 19.188898 2.564995
19.913464 -1.947545 22.204900 20.804221 -5.215470 -0.066640 20.001712 4.171139
21.323462 -2.698318 20.395896 21.890483 -4.289511 0.365200 21.013613 1.996329
20.527712 0.341924 20.277979 21.572191 -4.352826 -1.161561 21.156802 4.502002
22.144168 -1.335386 20.895175 23.280192 -3.456945 -0.933400 22.033120 3.742723
22.686373 -1.841015 22.688724 21.522804 -4.564055 -1.401607 22.594912 4.109387
22.295516 0.479676 21.813716 21.000049 -4.862160 -2.695669 21.392661 4.010388
23.587394 0.316082 20.439608 21.204007 -3.359078 -3.753217 21.020715 3.407456
22.170882 1.630916 20.350574 22.382976 -4.911874 -5.547996 20.847727 4.945732
22.680612 0.180394 22.641782 22.508326 -2.984144 -4.244507 22.421950 5.464997
23.671487 2.815514 22.168393 21.007476 -1.580656 -4.791784 22.288910 3.712859
20.978720 4.123040 23.790381 21.585097 -0.959940 -4.084387 22.088853 5.199360
21.210502 4.240920 23.972629 21.137018 -0.728330 -5.016517 21.858548 5.861193
23.388854 4.533018 22.506084 21.990072 0.826890 -6.138802 20.994822 4.460793
21.906101 3.977817 23.887577 21.691878 1.614147 -5.561793 21.542203 3.446969
23.892268 6.314761 21.500369 20.083073 1.651690 -6.124296 21.816896 2.730950
22.872193 4.992380 22.778473 19.343896 2.005111 -4.404263 21.271986 1.835638
23.640136 3.818703 23.389147 20.005435 2.185164 -5.070163 21.756512 2.846519
20.955785 6.723251 22.669802 20.825875 4.106403 -4.043530 22.933370 -0.637366
21.380958 7.150123 22.524517 20.573890 2.304811 -3.314166 23.045213 -0.721438
23.856577 5.983313 22.223470 18.493647 5.363986 -1.613199 21.695910 0.801537
20.668124 5.785506 24.929832 19.211758 5.155263 -1.626434 22.496105 -0.507222
22.770642 7.723226 21.233974 18.215135 3.084815 -3.130113 21.100189 0.382580
20.836238 4.301905 20.232368 17.993118 5.110693 -1.429644 21.379546 -2.433620
21.412957 3.021971 22.711874 18.102657 5.431993 1.139092 22.800822 -2.375068
20.034090 3.467943 21.400714 15.322901 5.129404 0.422477 22.193432 -3.736341
20.398880 3.353344 19.861740 19.379098 3.230711 1.940921 20.287225 -4.181737
19.103800 2.604040 20.323402 16.723965 6.252025 -0.083557 20.071157 -2.890800
17.568211 1.781028 21.448821 17.267633 7.175936 4.920042 18.410881 -3.602163
19.049105 0.441354 21.730256 16.009082 5.218389 2.086806 20.652940 -5.459387
19.171937 -0.194293 18.356636 16.610116 4.092841 3.107598 19.446611 -5.438688
16.839761 -1.613660 19.902021 13.797629 5.328511 6.264097 20.774972 -6.419471
16.742094 -2.771572 19.224826 13.426782 3.198643 5.469373 18.938977 -6.303452
17.935266 -0.760900 19.195646 12.171702 2.971699 5.185833 20.199163 -5.634346
16.153688 -2.667726 18.415079 12.409864 3.811230 5.256586 20.332985 -3.827668
17.119659 -4.428898 19.840244 12.362200 1.123765 4.716096 19.311485 -3.961248
16.350818 -4.161836 19.162532 9.799617 1.761267 2.964696 18.993610 -4.976678
16.212260 -6.493798 18.050872 10.726857 1.403915 6.140981 18.515997 -3.724935
14.842734 -5.795095 17.461407 10.039554 -2.062673 4.258317 17.273071 -3.032893
13.644532 -4.514771 17.855071 9.349861 -1.042566 4.426109 15.166499 -0.680988
13.625719 -5.261023 16.421924 8.185878 -1.386661 4.075999 17.592420 -2.811282
11.763566 -5.299477 17.742807 9.372844 -2.245426 4.914718 16.457006 -1.221438
13.270466 -4.865903 15.249461 8.775654 -2.392665 3.300237 15.818769 -1.419522
11.842118 -6.643481 16.794237 7.347014 -3.165885 3.249072 12.557402 0.847428
12.042930 -5.359343 15.970249 6.908272 -3.635825 2.129896 14.670864 -0.303293
12.729777 -4.452385 12.957562 5.909084 -5.912932 2.102479 13.227652 1.010891
11.857933 -4.848931 13.402831 4.820165 -5.418092 1.191554 11.429423 -0.055243
9.807470 -6.143166 11.675708 4.161107 -5.789272 -1.729819 11.072832 2.952385
8.361817 -4.833244 12.879496 3.827259 -4.020611 -0.445464 12.086152 2.359450
9.813446 -4.250040 12.408405 1.828581 -5.338418 -1.528616 11.840149 3.866076
8.338246 -3.032655 12.686504 3.437176 -6.412199 -0.623544 11.799081 2.890045
8.632657 -3.136467 10.870842 0.247324 -5.168762 -3.657209 11.212972 5.861970
4.713949 -0.364236 10.041387 1.294733 -3.983310 -4.657275 9.923446 4.835345
7.834531 -0.653385 10.239847 0.304681 -4.740279 -3.592985 10.039997 2.791513
3.480571 2.052684 9.702250 -0.125472 -4.611699 -5.550066 6.855306 5.615873
3.266175 1.367249 8.324128 -3.271462 -5.838902 -3.003888 10.448806 3.371010
5.710163 2.488301 8.847192 -4.298318 -5.871846 -5.609493 7.500494 5.698270
4.170083 2.510593 8.335842 -1.570379 -3.898966 -6.031130 6.281107 6.551574
1.567766 2.464786 6.789051 -3.630699 -2.069973 -5.245680 7.483549 4.665362
1.939399 4.494734 5.877300 -5.629808 -1.319173 -6.053839 5.069223 3.240633
2.113462 5.362281 5.013277 -4.070642 -1.119419 -3.626168 3.622887 3.142972
0.100656 4.755790 5.175318 -4.102822 0.825980 -3.645395 3.159440 3.477279
0.837767 4.561403 3.628869 -4.082437 -0.657073 -4.666710 3.602134 2.684584
-1.103587 5.473303 5.304445 -7.918709 1.220159 -3.619361 3.031923 2.353257
0.385568 4.971951 3.738961 -6.612010 3.539093 -3.969427 3.319249 3.935627
-2.731050 4.316792 1.517175 -7.749474 2.541422 -2.738342 0.919792 1.089164
-3.627520 4.734073 1.508830 -8.394901 4.483179 -1.885854 0.119370 0.785088
-3.521044 6.155033 -0.434432 -8.776755 4.203410 -2.298427 -0.128967 -0.185350
-5.996540 4.066546 -0.817926 -10.089750 3.371974 0.263383 0.762758 -1.292223
-5.177649 4.583787 -0.798684 -10.489620 3.944659 -0.308098 0.868263 -0.740094
-4.380528 3.838537 -0.162203 -12.480031 4.939745 2.284410 -1.061730 -4.175453
-6.968607 4.922667 -0.487404 -12.827309 3.980297 3.759625 -3.248748 -2.981705
-8.147377 4.634009 -0.682420 -10.870862 6.161798 2.436801 -4.248688 -3.652277
-9.159296 2.271175 -3.211336 -12.763586 5.486739 2.161394 -6.664513 -2.637956
-9.050830 1.892117 -4.259502 -13.077951 5.900817 2.407112 -4.705859 -5.866992
-6.793068 0.173818 -4.874423 -13.585567 6.436490 3.926657 -4.949863 -6.375291
-10.106705 -0.607118 -7.155646 -14.580121 5.292367 4.133929 -5.865914 -6.052288
-10.333739 -1.116377 -5.235303 -15.320546 4.171608 5.277713 -6.821516 -5.704029
-9.501541 -0.762921 -5.925825 -16.865333 3.738631 3.089536 -5.819338 -5.040325
-11.040336 -1.421331 -6.617928 -16.388511 3.149810 7.240255 -9.392037 -4.664311
-12.387591 -0.849129 -7.089301 -16.982953 3.426551 5.517857 -8.915091 -3.111785
-11.547610 -3.538686 -7.474001 -16.926139 2.973567 5.903026 -10.164372 -4.030109
-12.399944 -6.309847 -7.687270 -18.676199 3.704007 4.160279 -8.899447 -4.876865
-13.696945 -3.484557 -7.909503 -18.091639 2.367842 4.783964 -12.100463 -4.463438
-16.113570 -3.861728 -10.265680 -18.821134 0.520700 4.460829 -10.387584 -4.036306
-14.566561 -4.173671 -12.214245 -17.454969 -0.919894 4.716946 -12.500515 -2.776067
-13.703112 -6.003315 -10.766787 -18.283185 2.041017 4.325291 -11.791384 -3.037557
-14.995389 -5.139932 -12.700446 -20.169510 -2.102717 2.517867 -12.255142 -1.752375
-16.332293 -5.574226 -12.530171 -22.407711 -1.359920 2.405565 -13.860576 -3.892706
-17.848673 -5.753967 -13.348956 -18.964219 -1.801303 2.217179 -13.964012 -1.049892
-16.512003 -5.478609 -12.678796 -20.340005 -2.364976 1.462731 -14.941722 -1.358808
-19.008122 -5.776366 -14.008496 -20.921735 -2.323256 0.494253 -16.650334 -0.151748
-17.566822 -5.064997 -15.239748 -20.206570 -2.408591 -0.303185 -14.442334 1.355029
-18.312462 -5.089022 -15.601097 -21.856060 -3.944931 -1.550557 -16.454931 0.628093
-17.887206 -5.793140 -16.493585 -19.760724 -5.421047 0.182644 -15.477918 1.512898
-17.887463 -3.713662 -14.500076 -21.492596 -4.281105 -1.364883 -16.389132 2.658578
-19.526311 -3.083962 -16.394546 -21.804439 -4.867948 -2.539635 -18.722890 4.248313
-17.834588 -3.339484 -17.221866 -22.529401 -4.722246 -3.895140 -19.162629 4.839209
-20.322652 -1.167379 -16.834085 -19.657244 -4.780262 -3.749988 -19.017709 4.044647
-22.376407 -2.737022 -17.845362 -21.163813 -6.693619 -2.936000 -18.356160 4.427293
-21.912806 -0.069868 -17.185063 -23.378148 -6.522885 -2.999136 -17.768481 5.723722
-20.761275 -0.435544 -18.229088 -22.106034 -4.906708 -6.729831 -18.530505 3.904833
-21.876911 1.639404 -19.453626 -21.531322 -4.995896 -6.607228 -18.864006 5.031024
-20.710101 3.001958 -19.402997 -21.934792 -4.299228 -4.997426 -18.971748 4.975732
-20.837282 1.629502 -20.497166 -22.886641 -3.322134 -3.464939 -21.024354 5.337622
-21.557492 0.065420 -21.014987 -19.003359 -3.105632 -2.789084 -20.010820 6.157467
-21.919654 2.555539 -20.099628 -19.903884 -1.723865 -1.581239 -20.271165 3.388159
-23.320843 3.846771 -23.752549 -20.969128 -1.125126 -4.033259 -22.390414 3.857872
-19.250906 4.332597 -19.461518 -20.526175 -1.509188 -4.851037 -21.338633 2.894386
-22.631651 4.995413 -20.474525 -20.430504 1.020875 -0.614200 -23.374984 2.512007
-21.593495 4.187397 -20.374119 -20.602947 -1.449088 -0.559595 -22.090251 2.532183
-22.932585 4.644184 -21.791651 -19.527698 -0.537176 0.159463 -20.301303 1.910538
-21.936284 5.002259 -23.214172 -20.694997 0.782849 -0.858079 -23.261369 1.290261
-22.734161 4.913683 -20.532566 -19.796464 2.455608 -0.011296 -23.695404 0.529950
-20.805637 3.661536 -21.826700 -20.187654 2.572920 0.315569 -21.341713 -0.454409
-21.305679 5.445186 -22.156201 -20.145363 1.595964 2.962738 -22.322469 -1.799527
-21.599478 4.788695 -23.351920 -20.294838 3.780986 2.106003 -23.315049 -1.464381
-23.350062 3.642274 -24.368721 -18.715201 2.207383 1.775972 -22.708101 -3.440018
-21.447567 6.038038 -22.650337 -19.909588 3.142803 3.732834 -22.701625 -3.650919
-22.189099 4.103971 -21.340908 -16.924288 3.640148 4.771894 -21.294579 -4.842285
-21.033560 2.109796 -24.529585 -16.670760 4.311171 5.645920 -23.695561 -5.312817
-20.688073 2.637037 -21.282445 -16.348959 7.365499 4.105530 -22.742411 -6.071200
-21.313633 2.969676 -22.058791 -17.936111 4.895606 4.541444 -21.798972 -5.283207
-22.097916 3.315043 -22.325461 -16.876127 5.939444 7.189694 -22.336696 -5.519526
-20.049449 -0.156271 -21.139378 -16.518826 5.169367 5.436298 -21.423916 -4.497668
-19.854226 -0.434451 -23.924236 -13.606929 5.689494 5.492168 -23.089550 -4.526631
-21.065704 0.017117 -23.193929 -16.939418 3.668814 3.785788 -20.996426 -4.823057
-19.289568 -1.465424 -22.153623 -13.487515 4.571068 4.971810 -20.017640 -4.560491
-18.207447 -3.553934 -20.766003 -13.262392 4.489845 5.711910 -21.228672 -5.283095
-19.779347 -4.244844 -20.928375 -15.226027 2.303843 4.817441 -20.050636 -3.927025
-18.049496 -4.027735 -22.345501 -14.159972 0.657222 4.401350 -21.146450 -3.620372
-19.990300 -4.102329 -19.700929 -11.785883 1.871832 3.782171 -20.528402 -2.981563
-15.860138 -4.389990 -21.480642 -11.115032 0.608500 1.994529 -18.096821 -2.484389
-17.355638 -3.781168 -21.577015 -11.103218 0.782325 1.288684 -19.684866 -2.824796
-17.553179 -5.834886 -20.413679 -10.824207 -1.370577 0.661377 -20.282824 -0.738182
-16.644493 -4.690557 -18.750624 -10.625357 -2.092156 0.264136 -18.982283 -0.528092
-14.690848 -7.032256 -21.490521 -8.367032 -0.376458 0.222710 -18.544955 -0.709396
-14.542181 -5.797115 -19.570135 -9.510471 -2.227692 -1.820970 -18.391949 1.558647
-14.762876 -5.571917 -19.283103 -9.009989 -3.228390 -3.058333 -17.306467 1.859638
-14.494902 -3.377921 -20.433866 -6.452052 -1.507963 -1.817689 -17.587103 1.769734
-12.799280 -6.483206 -19.518544 -6.256824 -4.720857 -4.157592 -19.141287 3.068633
-13.430480 -4.512934 -19.368021 -6.428389 -2.609632 -4.269402 -18.102133 2.693233
-11.888626 -4.502324 -17.424603 -5.092373 -5.972500 -6.024085 -17.475299 5.101503
-11.670829 -5.015715 -16.650490 -4.163789 -6.018201 -2.906234 -16.013794 4.721209
-10.735273 -2.688569 -14.468447 -3.882105 -3.444254 -4.026922 -14.221329 4.804215
-10.188327 -1.838481 -16.567550 -3.959974 -4.977083 -5.914998 -16.583972 4.880375
-10.985740 -2.603294 -15.947329 -1.807008 -5.368687 -4.591287 -13.921010 6.692024
-10.092536 -0.248248 -13.869247 -2.522688 -5.351552 -5.547808 -15.064712 5.763425
-9.402383 1.292219 -14.832671 -1.479336 -6.113320 -6.010340 -13.717964 5.405032
-7.403853 1.563565 -14.471418 -1.410871 -5.687002 -6.896813 -11.415772 5.204499
-9.646538 -0.482567 -14.052193 0.584233 -4.790554 -3.796331 -12.511973 4.133492
-6.904666 1.721226 -14.278664 1.948808 -4.214321 -5.395025 -9.431291 5.479661
